id	res	restype	lang	sex	prov	livingenv	partisanship	caruse	partyvote	agedec	resclean
2498	ces le citoyen qui paye encore	oppose	FR	Male	QC	urban	right	driver	conservative	30-39	citizen still pay
2499	ça change pas que les gens ont besoin de leur voiture surtout en région pour aller au travail. on devrait plutôt offrir des solutions pour changer les modes de vie	oppose	FR	Female	QC	suburban	none	commuter	progressive	30-39	chang peopl need car especi region go work rather offer solut chang lifestyl
2500	While I think alternative fuel options are better, in the meantime people could be discouraged from using fossil fuels with high emissions if they become too expensive. It would be important though th	support	EN	Female	BC	suburban	left	none	progressive	19-29	think altern fuel option better meantim peopl could discourag use fossil fuel high emiss becom anoth would import though
2501	Ça ne changera rien...!!! Le monde continueront à brûler les combustibles fossiles....!!! Money talk.....!!	oppose	FR	Female	QC	ruralremote	notsure	none	no vote	50-59	chang anyth world continu burn fossil fuel money talk
2502	I dont support that. But if electric cars are encouraged, they should be subsidized.	support	EN	Female	BC	urban	left	none	no vote	19-29	support electr car encourag subsid
2503	we are paying to much now	oppose	EN	Female	ON	suburban	none	commuter	conservative	30-39	pay much
2504	D'accord avec ce principe similaire à pollueur-payeur, mais il ne faut pas qu'une entreprise riche s'exonère de faire des efforts en faisant des chèques! Il y a d'autres solutions plus simples mais qu	support	FR	Male	QC	urban	left	driver	progressive	50-59	agre principl similar pollut rich busi must go mak effort make check simpler solut
2505	I feel that the addition of a tax doesn't really impact people's use of their vehicle.  It penalizes those of us who live in colder provinces - Alberta - who rely on gas furnaces for heat.  In this co	oppose	EN	Female	AB	urban	right	none	conservative	60+	feel addit tax realli impact peopl use vehicl penal us live colder provinc alberta reli ga furnac heat
2506	It will help resolve partly  the effect of global warming that comes along with emissions of carbon..since they destroy the ozone layer causing climate change	support	EN	Female	ON	suburban	notsure	commuter	progressive	19-29	help resolv partli effect global warm come along emiss carbon destroy ozon layer caus climat chang sinc
2507	montée des prix en général	oppose	FR	Male	QC	suburban	right	driver	conservative	50-59	price gener
2508	TO TARGET CLIMATE CHANGE DUE TO THIS POLLUTION	support	EN	Female	AB	suburban	notsure	driver	conservative	60+	target climat chang due pollut
2509	moins accessible financièrment	support	FR	Female	QC	urban	notsure	driver	progressive	50-59	less financi access
2510	Will make people (re)think about cleaner options	support	EN	Male	QC	urban	right	none	no vote	40-49	mak peopl rethink cleaner option
2511	WE NEED AFFORDABILITY FOR NECESSITIES, NOT MAKING CARBON EMISSIONS THE MAIN POINT.	oppose	EN	Male	ON	suburban	notsure	none	conservative	30-39	need afford necess make carbon emiss main point
2512	Ca va peut être aider à diminuer la  consommation de pétrole	support	FR	Female	QC	suburban	right	commuter	conservative	40-49	may help reduc oil consumpt
2513	Just because you put a tax on fossil fuels does not eleminate the carbon emissions. It is only another tax that goes to the government to waste on other countries, not our own people.	oppose	EN	Female	AB	suburban	right	none	conservative	60+	put tax fossil fuel elemin carbon emiss anoth tax goe govern wast countri peopl
2514	Would tend to make users more prudent in using fossil fuels.	support	EN	Male	ON	suburban	right	none	conservative	60+	would tend mak user prudent use fossil fuel
2515	Cost of living is already way too high...families are really struggling to make ends meet	oppose	EN	Female	ON	suburban	none	none	conservative	50-59	cost live alreadi way highfamili realli struggl mak end meet
2516	Don't know if it would be good or bad	notsure	EN	Female	BC	suburban	notsure	none	no vote	30-39	know would good bad
2517	To make people more aware that there is a cost to continue to pollute. The cost of pollution will be paid by future generations if we don't work together to slow the rate of polluting our world. Makin	support	EN	Female	AB	smalltown	left	none	progressive	60+	mak peopl awar cost continu pollut cost pollut paid futur gener work togeth slow rate pollut world make
2518	If it will make a safer place to live I support it	support	EN	Female	ON	suburban	none	none	progressive	60+	mak safer place live support
2520	Exemptions have been given to large corporations. Small users .... Individuals and busnesses pay the greatest amount while airlines and ships avoid paying. The plan is really a tax grab that will do l	oppose	EN	Male	ON	suburban	right	none	conservative	60+	exempt given larg corpor small user individu bus pay greatest amount airlin ship avoid pay plan realli tax grab
2521	It would perhaps encourage people to drive less, waste less.	support	EN	Female	ON	suburban	left	none	progressive	60+	would perhap encourag peopl drive less wast less
2522	we pay enough taxes	oppose	EN	Male	SK	urban	notsure	none	conservative	40-49	pay enough tax
2523	I want a better future for my children	support	EN	Female	AB	urban	left	commuter	progressive	30-39	want better futur children
2524	Mitigate greenhouse gas emissions  Reduce environmental pollution	support	EN	Male	AB	urban	none	none	progressive	60+	mitig greenhous ga emiss reduc environment pollut
2525	It is only a tax grab.	oppose	EN	Male	AB	urban	right	driver	conservative	60+	tax grab
2526	ça va finalement compenser pour les dommages causées par l'utilisation des combustibles fossiles	support	FR	Male	QC	urban	right	none	progressive	19-29	final compens damag caus use fossil fuel
2527	I don't have enough information about it.	notsure	EN	Male	BC	smalltown	notsure	none	conservative	60+	enough inform
2528	Taxes only raise the cost of living and those in favour of it do not spend ANY TIME STUDYING THE FACTS.	oppose	EN	Male	AB	urban	right	none	conservative	60+	tax rais cost live favour spend time studi fact
2529	Je n'ai pas beaucoup entendu parler, donc mon opinion est neutre pour l'instant. Je devrais m'informer un peu plus Sur La question.	notsure	FR	Female	QC	smalltown	none	driver	progressive	19-29	heard much opinion neutral moment learn littl issu
2530	Because it will not help. People still need to drive and heat their houses. So it will only hurt the low and middle class	oppose	EN	Female	ON	smalltown	none	none	conservative	50-59	help peopl still need drive heat hous hurt low middl class
2531	The carbon pricing policies have zero impact on emissions because it is a redistribution of wealth for political gain. Carbon pricing in Canada has minimal impact on world emissions of carbon. The gov	oppose	EN	Female	AB	ruralremote	right	driver	conservative	40-49	carbon price polici zero impact emiss redistribut wealth polit gain carbon price canada minim impact world emiss carbon govern
2532	Je crois qu'augmenter le tarif de ces combustibles forcera le client à trouver d'autres sources d'énergies, ce qui poussera l'industrie à adopter de nouvelles solutions plus vertes.	support	FR	Female	QC	suburban	none	none	progressive	19-29	believ increas price fuel forc custom find energi sourc push industri adopt new greener solut
2533	Sask and Alberta's economy is largely based on fossil fuels. They make the most money. Already wasting money by selling oil cheap to the US. Companies are encouraging renewable energy. Also electric c	oppose	EN	Male	SK	suburban	right	driver	conservative	<19	saskatchewan alberta economi larg base fossil fuel mak money alreadi wast money sell oil cheap us compani encourag renew energi also electr
2534	We already pa6 enough taxes	oppose	EN	Female	ON	suburban	none	driver	conservative	40-49	alreadi enough tax
2535	Il faut prendre conscience de l'impact de nos choix sur l'environnement.	support	FR	Female	QC	urban	left	none	progressive	60+	must awar impact choic environ
2536	I don’t believe a carbon tax will actually curb the usage of fossil fuels or more importantly be used to fund replacement technologies	oppose	EN	Male	ON	ruralremote	right	none	conservative	40-49	believ carbon tax actual curb usag fossil fuel importantli use fund replac technolog
2537	Climate change	support	EN	Male	AB	urban	left	none	conservative	19-29	climat chang
2538	De augmenter les n ai pas une solution a long terme mais changer ce que nous consommont par des produit moin nosif pour environnement serait beaucoup plus efficace ,aussi changer nos habitude de conso	oppose	FR	Male	QC	suburban	right	driver	progressive	50-59	increas long solut chang consum lesson environ would much effect also chang consumpt habit term
2539	I think it is just a tax grab	oppose	EN	Male	AB	urban	right	none	conservative	60+	think tax grab
2540	I feel like it encourages people to be less wasteful.	support	EN	Male	BC	suburban	left	none	progressive	40-49	feel like encourag peopl less wast
2541	hopefully it will  make people reduce their use if it costs more	support	EN	Female	QC	suburban	none	none	progressive	60+	hope mak peopl reduc use cost
2542	The taxes go to general revenue and not to support any carbon-reducing strategies. It is another way of taxing people but provides no solutions, and diminishes the funds people might have to explore m	oppose	EN	Male	BC	suburban	right	driver	conservative	40-49	tax go gener revenu support carbon strategi anoth way tax peopl provid solut diminish fund peopl might explor reduc
2543	I do not want to pay more taxes.	oppose	EN	Female	ON	suburban	none	none	conservative	30-39	want pay tax
2544	It may help to keep our carbon footprint small.	support	EN	Female	ON	urban	notsure	none	progressive	60+	may help keep carbon footprint small
2545	Les gens vont faire ce  que bon leur semble	oppose	FR	Female	QC	suburban	notsure	driver	no vote	60+	peopl want
2546	Ce n’est pas juste. Nous devons nous éclairer et nous chauffer. Nous devons nous déplacer aussi. Ce sont des besoins indispensables	oppose	FR	Female	QC	ruralremote	notsure	none	progressive	60+	fair light heat move essenti need
2547	To encourages people to use transportation alternatives.  It provides companies more motivation to innovate in alternative fuels	support	EN	Male	BC	urban	notsure	driver	conservative	40-49	encourag peopl use transport altern provid compani motiv innov altern fuel
2548	Because i dont understand or read about fossil fuel	notsure	EN	Male	AB	suburban	left	driver	no vote	40-49	understand read fossil fuel
2549	Government is trying to create a new tax for purposes that we don't know. There's no evidences of global warming (coldest winter in 2019 since 1900s) and media and governemnt try to sell this idea to	oppose	EN	Male	AB	urban	right	none	conservative	30-39	govern tri creat new tax purpos know evid global warm coldest winter sinc media governemnt tri sell idea
2550	People will still use it	oppose	EN	Male	BC	urban	none	driver	conservative	30-39	peopl still use
2551	If there aren't alternative options that are readily available, taxing simply raises prices. The cost of environmentally friendly vehicles needs to be at par with all gasoline/diesel engines.	notsure	EN	Male	BC	smalltown	notsure	commuter	no vote	19-29	altern option readili avail tax simpli rais price cost environment friendli vehicl need par gasolin engin diesel
2552	climate change	support	EN	Male	ON	suburban	left	driver	progressive	50-59	climat chang
2553	Every time a new tax is brought in the money never goes for the purpose it is intended. Putting a tax on carbon emissions will not reduce carbon emissions it will only cost us more to heat our house o	oppose	EN	Male	ON	ruralremote	none	none	progressive	60+	everi time new tax brought money never goe purpos intend put tax carbon emiss reduc carbon emiss cost us heat hous
2554	I'm partially for carbon tax because it has been proven that taxing anything higher causes people to take a second look at purchasing it. Take cigarettes for example; some people actually quit just be	support	EN	Male	BC	urban	left	none	progressive	60+	partial carbon tax proven tax anyth higher caus peopl take second look purchas take cigarett exampl peopl actual quit
2555	Most of the emissions are from China USA and India.Canadian companies are reducing emissions and developing new technology for reductions. Our oil companies in Canada are very responsible.	oppose	EN	Female	AB	suburban	right	none	conservative	60+	emiss china usa india compani reduc emiss develop new technolog reduct oil compani canada respons canadian
2556	Why are we having a carbon tax in place when Canada itself produces less than 2% of the world's total. It should be other countries who need to step up.	oppose	EN	Male	BC	suburban	none	driver	conservative	40-49	carbon tax place canada produc less world total countri need step
2557	Support paying tax to use product not beneficial to climate	support	EN	Male	BC	urban	left	driver	progressive	50-59	support pay tax use product benefici climat
2558	I think it would really help to mitigate the effects of fossil fuels. If nothing is done, the use of fossil fuels will continue or get worse.	support	EN	Female	ON	smalltown	left	none	progressive	60+	think would realli help mitig effect fossil fuel noth done use fossil fuel continu get wors
2559	It doesn't really impact me at the moment so I personally don't support or oppose it.	notsure	EN	Female	AB	notsure	none	none	progressive	19-29	realli impact moment person support oppos
2560	If managed correctly, a carbon tax will dissuade would-be polluters from shrugging their shoulders at harmful (but profitable) practices that harm the Earth but line the pockets of investors. In its i	support	EN	Male	BC	urban	left	driver	progressive	40-49	manag correctli carbon tax dissuad would pollut shrug shoulder harm profit practic harm earth line pocket investor
2561	I would rather big manufacturing companies pay more for carbon tax as they produce greater emmissions	oppose	EN	Female	ON	ruralremote	left	driver	progressive	60+	would rather big manufactur compani pay carbon tax produc greater emiss
2562	It's just a cash cow for the government and cost of living is already too high people can't afford it	oppose	EN	Female	AB	urban	notsure	none	conservative	19-29	cash cow govern cost live alreadi high peopl afford
2566	We have to stop using fossil fuels and if putting a price on them, or taxing them more will help reduce the use of fossil fuels, I'm all for it.	support	EN	Female	BC	suburban	left	driver	progressive	60+	stop use fossil fuel put price tax help reduc use fossil fuel
2568	C’est le fait que c’est encore nous qui payons pour les erreurs du gouvernement	notsure	FR	Female	QC	smalltown	notsure	driver	progressive	30-39	fact still pay govern error
2569	No other country is doing anything, we are paying for nothing	oppose	EN	Male	BC	suburban	right	none	conservative	50-59	countri anyth pay noth
2570	Will do nothing for the environment, is just an  another tax with another name!	oppose	EN	Male	AB	suburban	right	none	conservative	60+	noth environ anoth tax anoth name
2571	We already pay too much for gas. More emphasis should be on better transit options as well as electric cars.	oppose	EN	Female	BC	suburban	left	none	no vote	60+	alreadi pay much ga emphasi better transit option well electr car
2572	I DON'T THINK IT WILL HELP IF ALL THE PROVINCES DON'T AGREE TO IT.	notsure	EN	Male	AB	urban	notsure	none	conservative	50-59	think help provinc agre
2573	Its coming mostly from the volcanos	oppose	EN	Male	ON	smalltown	none	none	conservative	60+	come mostli volcano
2574	may lessen their use	support	EN	Female	BC	suburban	right	none	progressive	60+	may lessen use
2575	I don't know enough about the subject.	notsure	EN	Male	QC	urban	notsure	none	progressive	50-59	know enough subject
2576	I am really worried about climate change. I believe we need to be doing things to address this problem and support alternative energy	support	EN	Female	AB	ruralremote	left	driver	progressive	19-29	realli worri climat chang believ need thing address problem support altern energi
2577	Cela ne fait pas de sens de taxer les pauvres gens; cela devrait etre les conpanies a payer plus	oppose	FR	Male	AB	suburban	right	driver	conservative	40-49	mak sens tax poor peopl compani pay
2579	Motivates to find alternative power sources.	support	EN	Female	BC	ruralremote	left	none	progressive	60+	motiv find altern power sourc
2580	We already pay enough for gas.	oppose	EN	Male	ON	suburban	right	driver	conservative	40-49	alreadi pay enough ga
2581	Climate change is caused by the increase in concentrations of greenhouse gases in the atmosphere	support	EN	Male	SK	suburban	none	none	no vote	30-39	climat chang caus increas concentr greenhous gase atmospher
2582	We have to address our use of fossil fuels which is a part of climate a hande.	support	EN	Male	ON	urban	left	none	progressive	60+	address use fossil fuel part climat hand
2583	Polluters should pay penalties if they cant find better technical solutions to what they are emitting. But then you have China who will not adopt such a system which is going to mess up the jet stream	support	EN	Male	ON	suburban	none	none	progressive	50-59	pollut pay penalti find better technic solut emit china adopt system go mess jet stream
2584	The tax revenue is just going into general revenue for the government,  and it appears to be a revenue generator and nothing appears to be going to lower carbon emissions.	oppose	EN	Male	AB	suburban	right	driver	conservative	60+	tax revenu go gener revenu govern appear revenu gener noth appear go lower carbon emiss
2585	Because it works - at least it has so far in BC	support	EN	Male	BC	ruralremote	left	none	progressive	60+	work least far
2586	bad for the economy	oppose	EN	Female	AB	urban	none	driver	no vote	40-49	bad economi
2587	people cant afford the prices	oppose	EN	Male	AB	smalltown	none	none	progressive	50-59	peopl afford price
2588	Has no effect on carbon emisions. taxes are unreasonable.	oppose	EN	Male	AB	urban	right	none	conservative	60+	effect carbon emis tax unreason
2589	You can not change the climate	oppose	EN	Female	SK	smalltown	right	none	conservative	60+	chang climat
2590	Until there is a healthier, cleaner solution, I don’t think a large tax should be levied. Instead, promote public transit or carpooling until a more eco-friendly solution is found	oppose	EN	Other	AB	suburban	left	none	no vote	19-29	healthier cleaner solut think larg tax levi instead promot public transit carpool eco solut found friendli
2591	je crois que c'est déjà taxé	oppose	FR	Male	QC	urban	none	driver	no vote	50-59	think alreadi tax
2592	Increasing the price will not reduce spending	oppose	EN	Male	QC	suburban	none	driver	progressive	19-29	increas price reduc spend
2593	We're already taxed to death	notsure	EN	Female	ON	suburban	notsure	driver	no vote	50-59	alreadi tax death
2594	It is simply a tax grab.  Has not proven to reduce carbon even if it is a problem. In fact, some jurisdictions that had it have dropped it.	oppose	EN	Male	ON	urban	right	none	conservative	60+	simpli tax grab proven reduc carbon even problem fact jurisdict drop
2595	there is a cost that has to be paid.The government(s) has to decide how	support	EN	Male	QC	urban	none	none	progressive	60+	cost paid govern decid
2596	polue trop	support	FR	Male	QC	suburban	none	driver	no vote	40-49	polish much
2597	Ça oblige à une consommation plus réfléchie de ce type de combustible et la taxe récoltée peut être utilisée pour d’autres mesures de protection de l’environnement.	support	FR	Female	QC	urban	none	none	progressive	40-49	requir thought consumpt type fuel tax collect use environment protect measur
2598	si les taxes perçu étais bien utilisé je serais d accord	oppose	FR	Male	QC	smalltown	right	none	conservative	60+	tax tax well use would agre
2599	We are taxed enough	oppose	EN	Female	ON	ruralremote	none	none	progressive	50-59	tax enough
2600	Bon pour la réduction de la consommation. Cependant, il faut s’assurer que des mesures soient prises pour faire délaisser les énergies fossiles à moyen long terme	support	FR	Male	QC	urban	right	none	no vote	30-39	good reduc consumpt must ensur measur taken abandon fossil fuel medium long term howev
2601	Je suis ambivalent. Si la taxe ne s'applique pas partout cela ne sert à rien. La réduction du carbone doit venir des provinces. Comment par exemple le fédéral ou le Québec peut poser un choix comme ce	support	FR	Male	QC	urban	right	none	conservative	40-49	ambival tax appli everywher useless reduct must come provinc exampl feder quebec mak choic like carbon
2602	Many must drive due to poor transit or because their job demands it, such as sales people	oppose	EN	Female	BC	urban	none	none	conservative	50-59	mani must drive due poor transit job demand sale peopl
2603	Il faut se tourner vers les énergies renouvelables, afin de limiter le réchauffement de la planète	support	FR	Male	QC	suburban	none	none	progressive	60+	turn renew energi order limit global warm
2604	I have no idea.	notsure	EN	Male	ON	ruralremote	notsure	none	progressive	50-59	idea
2606	to help with climate change	support	EN	Female	ON	urban	none	none	progressive	30-39	help climat chang
2607	BECAUSE IF WE DON'T WE ARE GOING DOWN THE DRAIN.	support	EN	Female	ON	urban	none	none	no vote	19-29	go drain
2608	La taxe sur les combustibles fossiles devraient servir à financer le développement des énergies beaucoup moins polluantes ainsi diriger la population vers une consommation écologique grâce à un coût a	support	FR	Female	QC	suburban	right	none	no vote	60+	tax fossil fuel use financ develop much less pollut energi thu direct popul toward ecolog consumpt thank cost
2609	 nous payons dejas trop  de taxe	oppose	FR	Male	QC	suburban	notsure	driver	progressive	60+	pay much tax
2610	Parce qu encore là cela ne sera pas respecté	notsure	FR	Female	QC	smalltown	none	none	progressive	40-49	respect
2611	Je ne sais pas	support	FR	Female	QC	urban	none	driver	conservative	19-29	know
2613	Because they have not proven a causal link and they ignore such things as sun spot activity.They are using present knowledge to feed into the computer programs with no knowledge what the future will b	oppose	EN	Male	AB	urban	right	none	conservative	60+	proven causal link ignor thing sun spot activitythey use present knowledg feed comput program knowledg futur
2615	Je ne suis pas d'accord	support	FR	Female	QC	smalltown	notsure	none	no vote	60+	agre
2616	I hope that it will result in more fuel efficient vehicles and fewer gas guzzlers on the road.	support	EN	Male	AB	urban	left	none	progressive	60+	hope result fuel effici vehicl fewer ga guzzler road
2617	Because the cost will trickle down to the consumer and not be absorbed by the corporations.	oppose	EN	Female	ON	urban	none	none	progressive	40-49	cost trickl consum absorb corpor
2618	Taxing fossil fuels does not make the average Canadian need those fossil fuels any less. We wont be able to afford as much. We still rely on our car to get us to work to pay those taxes. Make eco frie	oppose	EN	Female	ON	suburban	notsure	driver	progressive	19-29	tax fossil fuel mak averag canadian need fossil fuel less abl afford much still reli car get us work pay tax mak eco
2619	"Canada is a very small part of the problem as we are already very ""environmentally friendly"".  A tax is simply a money grab"	oppose	EN	Male	AB	smalltown	right	driver	conservative	40-49	canada small part problem alreadi environment friendli tax simpli money grab
2620	It will help reduce the emissions put into the air and hopefully over time, it'll get people to opt for a more environmentally-friendly energy like with the wind or solar panels.	support	EN	Female	QC	urban	left	none	progressive	19-29	help reduc emiss put air hope time get peopl opt environment energi like wind solar panel friendli
2621	Because what is the point?  Trudeau's plan also proposes giving us that money back, why take it in the first place?  Also think of the farmers and the effect on them and the students and people with a	oppose	EN	Female	SK	urban	right	driver	conservative	19-29	point trudeau plan also propos give us money back take first place also think farmer effect student peopl
2622	I support if the money is to be exclusively used on investment in sustainable energy	support	EN	Male	AB	urban	left	none	progressive	60+	support money exclus use invest sustain energi
2623	We need to balance the economy and climate not just tackle climate	oppose	EN	Male	AB	urban	none	none	conservative	40-49	need balanc economi climat tackl climat
2624	I think the big industries should pay some kind of a tax as they are making too much money as it is.	support	EN	Female	ON	urban	right	none	progressive	50-59	think big industri pay kind tax make much money
2627	Pas vraiment d?accord nous sommes tellement taxé présentement. Mais si cet argent est utiliser pour combattre le problème alors je crois crois que cet imposition est nécessaire.	support	FR	Female	QC	suburban	none	none	progressive	60+	realli agre tax money use fight problem think believ taxat necessari
2628	J'espère que cette taxe fera diminuer la consommation des énergies fossiles. Aussi, ces montants provenant de cette taxe doivent être investies dans les énergies renouvelables pour avoir un double im	support	FR	Male	QC	suburban	left	none	progressive	60+	hope tax decreas consumpt fossil fuel amount tax must invest renew energi doubl also
2629	There are alternatives for less polluting forms of energy production. They need to be supported.	support	EN	Male	ON	ruralremote	none	driver	progressive	40-49	altern less pollut form energi product need support
2630	The manufacturers should have a direct responsibility in paying	support	EN	Male	ON	urban	none	none	progressive	40-49	manufactur direct respons pay
2631	Because it is nonsense	oppose	EN	Male	AB	urban	right	none	conservative	30-39	nonsens
2632	Because is a disguise tax	oppose	EN	Male	QC	urban	right	driver	conservative	40-49	disguis tax
2633	We know these items are harmful to the environment and people have a choice whether to use these items or not and since they are CHOOSING to use these items regardless of environmental concerns, they	support	EN	Female	BC	suburban	left	none	progressive	50-59	know item harm environ peopl choic whether use item sinc choos use item regardless environment concern
2634	"The economic ""Elasticity of Demand"" for fossil fuels is near zero.  This means that raising the price will have almost no effect on demand."	oppose	EN	Male	SK	urban	right	driver	conservative	60+	econom elast demand fossil fuel near zero mean rais price almost effect demand
2635	its not going to change the consumption of these products. just another way for the government to collect money from us. we need to use oil and gas as there is no other alternative. so putting a tax o	oppose	EN	Female	SK	suburban	right	driver	conservative	19-29	go chang consumpt product anoth way govern collect money us need use oil ga altern put tax
2636	I am not sure whether this can create critical result to help our environment	notsure	EN	Male	BC	suburban	none	driver	progressive	30-39	sure whether creat critic result help environ
2637	Just for the betterment of the citizen.	support	EN	Male	AB	ruralremote	none	none	progressive	50-59	better citizen
2638	people still need the fuels right now and it will cost us more to buy which ultimately hurts our pocket books	oppose	EN	Female	SK	suburban	notsure	driver	conservative	60+	peopl still need fuel right cost us buy ultim hurt pocket book
2639	Je ne crois pas que cela changera quoi que ce soit à la condommation.	oppose	FR	Male	QC	suburban	right	driver	conservative	50-59	think chang anyth condimn
2640	People become more cynical towards the government, and also there's more important issues to address such as jobs, immigration, crime, health care, etc.	oppose	EN	Female	AB	urban	notsure	none	no vote	19-29	peopl becom cynic toward govern also import issu address job immigr crime health care etc
2641	Because it does not work	oppose	EN	Male	BC	ruralremote	none	driver	progressive	60+	work
2642	reducing carbon emissions helps with climate change and health	support	EN	Female	BC	suburban	left	none	progressive	60+	reduc carbon emiss help climat chang health
2643	Because everything is taxed...this is just a cash grab	oppose	EN	Male	AB	urban	right	driver	conservative	40-49	everyth tax cash grab
2644	parce que c'est nous qui allons les payer ces taxes car nous en utilisons	notsure	FR	Female	QC	suburban	left	driver	progressive	40-49	pay tax use
2645	Je ne suis vraiment pas certain que cette argent va servir a l'environnement	notsure	FR	Male	QC	suburban	notsure	driver	conservative	50-59	realli sure money use environ
2646	Canada's emissions are minimal due to our small population.	oppose	EN	Female	SK	ruralremote	right	none	conservative	60+	canada emiss minim due small popul
2647	How do you tax something that is naturally occurring? With the current opinion, we should be taxing individuals that have babies or breed animals as they are contributing with carbon based life forms.	oppose	EN	Male	AB	smalltown	left	driver	conservative	40-49	tax someth natur occur current opinion tax individu babi breed anim contribut carbon base life form
2648	It doesn't solve anything	oppose	EN	Female	ON	ruralremote	notsure	none	no vote	30-39	solv anyth
2649	we should be looking to better uses to run vehicles and heat / cool our houses	support	EN	Male	ON	suburban	left	driver	conservative	50-59	look better use run vehicl heat cool hous
2650	Because the only provinces they are putting the taxes on are the provinces that are the major suppliers of the resources needed for all of Canada. It is unfair.	oppose	EN	Female	SK	suburban	notsure	driver	conservative	19-29	provinc put tax provinc major supplier resourc need canada unfair
2651	je ne connais pas le taux d'imposition  ni  qui paiera les taxes	notsure	FR	Female	QC	suburban	none	none	progressive	50-59	know tax rate pay tax
2652	If these fuels are more expensive, people will start to look at alternatives	support	EN	Female	BC	urban	left	none	progressive	19-29	fuel anoth peopl start look altern
2653	Il faut arrêter d'utiliser les énergies fossiles dans 10 ans si on veut que l'humanité survive.	support	FR	Male	QC	ruralremote	left	none	progressive	30-39	stop use fossil fuel year want human surviv
2654	we are already taxed on fuel cost	oppose	EN	Female	ON	urban	none	driver	conservative	40-49	alreadi tax fuel cost
2655	Hopefully the money received from this tax will be used to fight climate change.	support	EN	Female	BC	ruralremote	none	none	progressive	40-49	hope money receiv tax use fight climat chang
2656	L'humain étant ce qu'il est, trouve toujours de l'argent afin d'utiliser sa voiture ou autres choses afin de se faciliter la vie.  On est conscient que cela fait du tort à l'environnement mais on a de	oppose	FR	Female	QC	suburban	none	driver	progressive	60+	human alway find money use car thing mak life easier awar wrong environ
2657	The change is not evident	support	EN	Male	ON	suburban	none	none	progressive	19-29	chang evid
2658	may help to reduce use in the long run	support	EN	Male	BC	suburban	none	driver	conservative	50-59	may help reduc use long run
2659	Because it is our duty as citizens to protect our country and environment. Personal beliefs in whether climate change exists or not shouldn't be a deciding factor in whether the provincial governments	support	EN	Female	SK	urban	left	none	progressive	30-39	duti citizen protect countri environ person belief whether climat chang exist decid factor whether provinci govern
2660	Because we pay enough taxes as is.	oppose	EN	Female	SK	smalltown	none	none	no vote	19-29	pay enough tax
2661	In order to save the planet we need to care about the planet, and additional costs will cause people to find alternatives to fossil fuels	support	EN	Female	SK	ruralremote	left	driver	progressive	19-29	order save planet need care planet addit cost caus peopl find altern fossil fuel
2662	Cut down on emissions	support	EN	Male	SK	urban	left	driver	progressive	30-39	cut emiss
2664	we already pay so many taxes they need to re look at the budget and find money elsewhere	oppose	EN	Female	ON	suburban	none	driver	conservative	19-29	alreadi pay mani tax need look budget find money elsewher
2665	No idea	support	EN	Male	SK	ruralremote	none	driver	conservative	19-29	idea
2666	Canada is in a carbon deficit, we are not the major problem when it comes to climate change (especially in the prairie provinces, where the carbon tax will affect us the most).	oppose	EN	Female	SK	smalltown	right	commuter	conservative	<19	canada carbon deficit major problem come climat chang especi prairi provinc carbon tax affect us
2668	Because we pay way too much in taxes as it is. We are being taxed to death and the middle class is disappearing.	oppose	EN	Female	SK	ruralremote	none	driver	conservative	19-29	pay way much tax tax death middl class disappear
2670	Your question makes no sense	oppose	EN	Male	SK	urban	right	driver	conservative	50-59	question make sens
2671	If it is evenly spread around the nation, and not onerous, and used to better the energy sector I am okay with it.  It’s not fair to punish some provinces and the residents just because they have reso	oppose	EN	Male	SK	suburban	right	none	conservative	50-59	evenli spread around nation oner use better energi sector okay fair punish provinc resid
2672	it will not reduce carbon emissions, only increase  gov. revenue	oppose	EN	Male	SK	urban	right	driver	conservative	60+	reduc carbon emiss increas govern revenu
2673	because regardless if the costs go up its not going to change the emission sjust cost us people more money to put in the gov pockets!	oppose	EN	Female	SK	urban	notsure	driver	conservative	30-39	regardless cost go go chang emiss cost us peopl money put govern pocket
2674	It is the only proven way to get corporations and individuals to change their patterns of behaviour. If it does not affect the bottom line, corporations will not spend the money to clean up their emmi	support	EN	Male	SK	suburban	left	none	progressive	60+	proven way get corpor individu chang pattern behaviour affect bottom line corpor spend money clean emiss
2675	I believe it's a good first step in eliminating overuse of fossil fuels. I fear, though, that affording alternative fuels is still currently not possible for the average citizen.	support	EN	Male	SK	urban	left	driver	progressive	30-39	believ good first step elimin overus fossil fuel fear though afford altern fuel still current possibl averag citizen
2676	It will not change consumption, especially for those in northern latitudes:  we have no choice.  Also, I have yet to hear of clearly defined uses to which the money will be put;  I only hear vague ref	oppose	EN	Male	SK	urban	right	driver	conservative	60+	chang consumpt especi northern latitud choic also yet hear clearli defin use money put hear vagu refer
2677	I think business needs to be more aware of other options and a tax will make them look for better ways.	support	EN	Female	SK	urban	left	none	progressive	60+	think busi need awar option tax mak look better way
2679	It's a necessity	oppose	EN	Female	SK	suburban	none	none	progressive	30-39	necess
2680	No comment	oppose	EN	Male	SK	urban	none	driver	conservative	19-29	comment
2681	I do not believe Canada as a nation is the problem if in fact CO2 is the cause of climate change. Destroying our economy when the countries who are the major emitters are not reducing or taxing CO2 do	oppose	EN	Male	SK	suburban	right	driver	conservative	60+	believ canada nation problem fact caus climat chang destroy economi countri major emitt reduc tax
